gesture_id,wrist_x,wrist_y,thumb_cmc_x,thumb_cmc_y,thumb_mcp_x,thumb_mcp_y,thumb_ip_x,thumb_ip_y,thumb_tip_x,thumb_tip_y,index_finger_mcp_x,index_finger_mcp_y,index_finger_pip_x,index_finger_pip_y,index_finger_dip_x,index_finger_dip_y,index_finger_tip_x,index_finger_tip_y,middle_finger_mcp_x,middle_finger_mcp_y,middle_finger_pip_x,middle_finger_pip_y,middle_finger_dip_x,middle_finger_dip_y,middle_finger_tip_x,middle_finger_tip_y,ring_finger_mcp_x,ring_finger_mcp_y,ring_finger_pip_x,ring_finger_pip_y,ring_finger_dip_x,ring_finger_dip_y,ring_finger_tip_x,ring_finger_tip_y,pinky_mcp_x,pinky_mcp_y,pinky_pip_x,pinky_pip_y,pinky_dip_x,pinky_dip_y,pinky_tip_x,pinky_tip_y
0.0,0.5790085981602494,0.5790085981602494,0.7790348781508569,0.5153824392391381,0.9592884908661364,0.3351181826954258,1.0,0.16433968443912264,0.9108123899349797,0.08043492519982032,0.7796223418389229,0.08905772294038948,0.7814614008855881,0.009196348810252308,0.7594220844203636,0.1994997346607034,0.7475886325641286,0.3157396612496244,0.6233564064879159,0.08643289811781454,0.6351099485865266,0.0,0.6421608635829676,0.23303970774748603,0.6480075131381042,0.3439935147207389,0.4812992797099778,0.11592227314570731,0.47502768746132157,0.04167439739992343,0.5107777677763011,0.24629001795835379,0.5294311581490285,0.3305329348687389,0.3440632669162041,0.16886439211474932,0.34636014565944134,0.1274039923973889,0.40014243819744766,0.2717668857854535,0.4300341715519318,0.33051162019708047
0.0,0.5727164642511561,0.5727164642511561,0.7702933125093352,0.5079328367892044,0.9508412455030006,0.34231509265932253,1.0,0.18120074303811584,0.9102960538774683,0.09860147260514603,0.7897290881831059,0.12181781130023144,0.806556443925989,0.027040395211775977,0.7745166763293173,0.19760099662237976,0.7527464853388913,0.3219694238083526,0.64460319203037,0.11140967904774891,0.6664699764775984,0.0,0.6552274146860436,0.2125647750675719,0.6514838013059374,0.34924106825048207,0.5065837893044648,0.1344203490333174,0.5119034800458828,0.03791672701003569,0.5330054487831373,0.2364560230856599,0.5467680333913709,0.35252284416525176,0.37019653838046485,0.18276637667257442,0.3834019479577634,0.1164533050726966,0.42702797290544725,0.25845246177480297,0.45456213165895276,0.34219313901347365
0.0,0.5808897710242408,0.5808897710242408,0.7805027531892775,0.5041875671277954,0.9590689665983888,0.32636595954399394,1.0,0.1638766537417424,0.9057403070298033,0.08770933761549585,0.7916865531959705,0.12632771130419565,0.8040497504384982,0.016650464797365813,0.7765240089645574,0.1832998003260098,0.7581245031619295,0.30927860890986597,0.643585163777705,0.12006560638126802,0.6609930247458125,0.0,0.6542169533624412,0.21264484650185372,0.6538736740330946,0.34767050913355757,0.5033539510564837,0.14410598159411336,0.5057031972397734,0.023233860443226957,0.5299244505453519,0.22483258246909466,0.5454684672596307,0.3442723398617766,0.3639044585411253,0.19209391163949666,0.37574695273032616,0.10611772608063098,0.4198810466888808,0.2494062961505387,0.4460993841858953,0.3363207387584168
0.0,0.582996171499479,0.582996171499479,0.7868704133768811,0.5128700968858043,0.9626032528225945,0.33020888729899417,1.0,0.15649816864532043,0.8989383839272695,0.08320683786517098,0.7851358233465414,0.11617967107033499,0.7921945946129776,0.020848457791483182,0.7663896253842423,0.19382090760458554,0.7508912869092574,0.31965018224274633,0.6412681514753076,0.11377805058926005,0.651325564104428,0.0,0.6477296494537181,0.21728561768047963,0.6514560715061531,0.3506751685649755,0.5056169726788918,0.14033966783103075,0.500004144779045,0.029826188690747196,0.5279653024604684,0.23485218761437995,0.5471235871085894,0.3509050443873953,0.36927279213996855,0.19029230575971248,0.3741068266848952,0.11221028791548221,0.41871171658893613,0.2559184655007722,0.4463533277474465,0.3376957132782141
0.0,0.5767442884251252,0.5767442884251252,0.7846263589345482,0.5137064255098094,0.9632115792569699,0.33789931091282027,1.0,0.16249687105362437,0.8993376243312641,0.08510799291707523,0.7841651587925647,0.12627224623285094,0.7981141518128095,0.022397927707948066,0.7691617281007376,0.192717781299085,0.749832707916344,0.32119624011749714,0.6398455019855324,0.1225851735384976,0.6600119171808516,0.0,0.6499285544640806,0.21598783518699896,0.6462609181943844,0.3532936572772603,0.5018619024499652,0.14874137361292686,0.5080800691967742,0.03658983725662917,0.5306376144703422,0.23877824527058505,0.5428919001748332,0.3564568306848064,0.3618185072580775,0.19754093085334481,0.3797846509298018,0.10654491119423116,0.42323438269705876,0.24968905986324172,0.445069507245063,0.33719555101635673
0.0,0.5752102687858619,0.5752102687858619,0.782199621233554,0.5064723077188563,0.9636800991417114,0.3364348794831184,1.0,0.16531598906444167,0.896432289966397,0.07965575719763879,0.7815659124842786,0.12605211406147,0.7832279372749312,0.019051627703113555,0.7629379464209177,0.18399253197459986,0.7547905193238519,0.31131726017108396,0.6401457151845652,0.12069873580628872,0.6433171802833321,0.0,0.6465075218129284,0.20927812904907517,0.6527947215956322,0.3437809009677364,0.505839085861646,0.14507579228738812,0.4888443055973926,0.024126915682681993,0.5238400098516991,0.22336202510245076,0.5472672335469831,0.34288831545279963,0.36894893233512094,0.19296237594938218,0.36612035160985384,0.10780214478014581,0.42028582043621016,0.24880318419170827,0.45502515729165205,0.3374863416242032
0.0,0.5679073820490477,0.5679073820490477,0.7801753240622253,0.5090927331589491,0.9654053839506239,0.34450728477947723,1.0,0.16251640811878743,0.8877235784720671,0.08293203836452068,0.777220810258443,0.11768393781448626,0.7850658648671195,0.020589563392620348,0.7587048834186998,0.18895818980659232,0.7443005332472151,0.31390499953736384,0.6343251788236877,0.11194145062589901,0.6419271883741815,0.0,0.6408065521992313,0.21617479037685902,0.6470422172444807,0.3481003825060136,0.4993892945224139,0.13913968750539635,0.49517032784965603,0.02690834830135216,0.5239811759927153,0.22920547204479247,0.5401745577271533,0.3444285464281784,0.36172278309873773,0.19052135871208284,0.36890837716778535,0.10111988874051886,0.4160103204371684,0.24500881328288923,0.44190952486624147,0.32934248450813275
0.0,0.569964996988131,0.569964996988131,0.7831244103693611,0.5096752247535858,0.9674466203568168,0.34175042210179774,1.0,0.15788822079058917,0.8896741851500041,0.0779878389006627,0.7788284506669507,0.11851180334819995,0.7821908175994304,0.01962521029965507,0.7593977859978973,0.18542029863585086,0.749093949890141,0.3017668582556373,0.6337410825445597,0.11168322696722735,0.6449177991387128,0.0,0.6460400336467664,0.21389155496967574,0.6514881126303362,0.34002450574963117,0.4981917650033021,0.13725344487707053,0.4964102742860064,0.0219081429984979,0.5270267058275037,0.2267955548851122,0.5438340153507568,0.3414865499253829,0.3608305063292497,0.18773158415965144,0.3692679110870022,0.09820757470819128,0.4179605765871021,0.24471687353328486,0.44455057702653555,0.32987560852073805
0.0,0.5681146547941684,0.5681146547941684,0.7849359331396357,0.5081154791118264,0.9680646625939154,0.3373001740960944,1.0,0.15043220543472427,0.882086382851568,0.08019042148007774,0.785593439251659,0.13501500458065324,0.782660857414422,0.01702362064819358,0.7603410214454338,0.18052679742388428,0.7535815141228734,0.30494624428725564,0.6424471920218764,0.1287607250365932,0.6407618520141674,0.0,0.6438420728349243,0.20909078838858355,0.6544187655709787,0.33988231840161526,0.5071440607374474,0.1514552974533352,0.49491504171083234,0.02908611007829326,0.5250696889323513,0.22561966465137745,0.5465697184345162,0.341952570668963,0.3697284616638206,0.19529423295985968,0.3733341337280079,0.09690269304271283,0.4194515283531184,0.234710996433442,0.44936410915790775,0.3235095396057721
0.0,0.5599158809335352,0.5599158809335352,0.7790658078895314,0.5026857773269802,0.9646701478704554,0.3262323197874668,1.0,0.13885595031787415,0.8857056396098556,0.0747039001330799,0.7747070547928044,0.11802750421887055,0.7809197871292739,0.012256339859930512,0.7558402423194097,0.17556635554105596,0.7421443455450687,0.2939099099286229,0.6356305703923371,0.11248961591174016,0.6465743835658586,0.0,0.6391389933987123,0.20495327663340945,0.6376970672439737,0.32662801537760305,0.5035221191627922,0.13438889372834173,0.5064251850376696,0.02049535687315321,0.5248782567480184,0.21776645288113256,0.5322865142451062,0.3291245780318065,0.36545642408804696,0.17777393578592765,0.38264646351610065,0.0851285900319763,0.41764007825113975,0.22553373142629177,0.43438223389114555,0.31012417935032444
